year,round_id,seed,division_id,school_id,school_name,bracket,p
2016,1,1,1,539,Penn St.,"{1,1,1}",1.0
2016,1,4,1,600,Saint Francis (PA),"{2,1,1}",1.0
2016,1,2,1,248,George Mason,"{3,2,1}",1.0
2016,1,3,1,275,Harvard,"{4,2,1}",1.0
