rd,name,p
2,Penn St.,0.844
2,George Mason,0.550
2,Harvard,0.450
2,Saint Francis (PA),0.156
3,Penn St.,0.679
3,George Mason,0.148
3,Harvard,0.105
3,Saint Francis (PA),0.068
