year,round_id,seed,division_id,school_id,school_name,bracket,p
2016,1,1,3,475,SUNY New Paltz,"{1,1,1,1,1}",1.0
2016,1,8,3,762,Wentworth,"{2,2,1,1,1}",1.0
2016,1,9,3,292,Hunter,"{3,2,1,1,1}",1.0
2016,1,4,3,589,Rutgers-Newark,"{4,3,2,1,1}",1.0
2016,1,5,3,679,Stevens,"{5,4,2,1,1}",1.0
2016,1,2,3,673,Springfield,"{6,5,3,2,1}",1.0
2016,1,7,3,329,Kean,"{7,6,3,2,1}",1.0
2016,1,10,3,8981,Endicott,"{8,6,3,2,1}",1.0
2016,1,3,3,121,Carthage,"{9,7,4,2,1}",1.0
2016,1,6,3,21852,Stevenson,"{10,8,4,2,1}",1.0
