year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2015	12100	275	Harvard	01/16/2015	@ Lewis	354	Lewis	http://stats.ncaa.org/team/index/12100?org_id=354	false		false	L 1 - 3	false	1 - 3	1	3	false		3684163	http://stats.ncaa.org/game/index/3684163?org_id=354
2015	12100	275	Harvard	01/17/2015	@ Loyola Chicago	371	Loyola Chicago	http://stats.ncaa.org/team/index/12100?org_id=371	false		false	L 0 - 3	false	0 - 3	0	3	false		3686815	http://stats.ncaa.org/game/index/3686815?org_id=371
2015	12100	275	Harvard	01/23/2015	Ball St.	47	Ball St.	http://stats.ncaa.org/team/index/12100?org_id=47	false		true	W 3 - 0	true	3 - 0	3	0	false		3705786	http://stats.ncaa.org/game/index/3705786?org_id=275
2015	12100	275	Harvard	01/24/2015	IPFW	308	IPFW	http://stats.ncaa.org/team/index/12100?org_id=308	false		true	L 0 - 3	false	0 - 3	0	3	false		3709349	http://stats.ncaa.org/game/index/3709349?org_id=275
2015	12100	275	Harvard	01/30/2015	Emmanuel (MA)	215	Emmanuel (MA)	http://stats.ncaa.org/team/index/12100?org_id=215	false		true	W 3 - 0	true	3 - 0	3	0	false		3726833	http://stats.ncaa.org/game/index/3726833?org_id=275
2015	12100	275	Harvard	02/03/2015	MIT	398	MIT	http://stats.ncaa.org/team/index/12100?org_id=398	false		true	W 3 - 0	true	3 - 0	3	0	false		3741185	http://stats.ncaa.org/game/index/3741185?org_id=275
2015	12100	275	Harvard	02/06/2015	@ Sacred Heart	590	Sacred Heart	http://stats.ncaa.org/team/index/12100?org_id=590	false		false	W 3 - 1	true	3 - 1	3	1	false		3751591	http://stats.ncaa.org/game/index/3751591?org_id=590
2015	12100	275	Harvard	02/13/2015	@ Princeton	554	Princeton	http://stats.ncaa.org/team/index/12100?org_id=554	false		false	L 1 - 3	false	1 - 3	1	3	false		3789709	http://stats.ncaa.org/game/index/3789709?org_id=554
2015	12100	275	Harvard	02/14/2015	@ NJIT	471	NJIT	http://stats.ncaa.org/team/index/12100?org_id=471	false		false	W 3 - 1	true	3 - 1	3	1	false		3787690	http://stats.ncaa.org/game/index/3787690?org_id=471
2015	12100	275	Harvard	02/20/2015	Concordia Irvine @ Springfield, Mass.	30199	Concordia Irvine	http://stats.ncaa.org/team/index/12100?org_id=30199	true	Springfield, Mass.	true	W 3 - 1	true	3 - 1	3	1	false		3796114	http://stats.ncaa.org/game/index/3796114?org_id=275
2015	12100	275	Harvard	02/21/2015	@ Springfield	673	Springfield	http://stats.ncaa.org/team/index/12100?org_id=673	false		false	W 3 - 1	true	3 - 1	3	1	false		3795672	http://stats.ncaa.org/game/index/3795672?org_id=673
2015	12100	275	Harvard	02/27/2015	Saint Francis (PA)	600	Saint Francis (PA)	http://stats.ncaa.org/team/index/12100?org_id=600	false		true	W 3 - 0	true	3 - 0	3	0	false		3799902	http://stats.ncaa.org/game/index/3799902?org_id=275
2015	12100	275	Harvard	02/28/2015	Penn St.	539	Penn St.	http://stats.ncaa.org/team/index/12100?org_id=539	false		true	L 1 - 3	false	1 - 3	1	3	false		3801209	http://stats.ncaa.org/game/index/3801209?org_id=275
