game_id	section_id	player_id	player_name	player_url	position	s	ms	kills	errors	total_attacks	pct	assists	aces	serr	digs	rerr	block_solos	block_assists	berr	pts	bhe
3647024	0	1640464	Lockwood, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640464	0	4	0	0	0	0	0	1	0	0	6	3	0	0	0	0	0
3647024	0	1538203	Patterson, Wyatt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538203	0	4	1	3	0	8	0	0	0	1	0	0	1	2	0	5	0
3647024	0	1640467	Rueter, Nolan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640467	0	4	1	3	6	16	0	0	0	4	4	2	0	0	0	3	0
3647024	0	1640465	Schmidt, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640465	0	4	1	8	4	16	0	1	0	4	0	0	0	4	1	10	0
3647024	0	1538207	Walker, Maalik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538207	0	4	1	8	3	18	0	1	0	2	3	0	0	3	0	9	0
3647024	0	1640469	Wilcox, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640469	0	4	1	6	10	19	0	1	0	1	0	3	0	1	0	6	0
3647024	0	1640466	Zalewski, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640466	0	4	1	1	0	5	0	24	0	0	2	0	1	2	0	3	0
3647024	0	1640471	Lyman, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640471	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
3647024	0	1640470	Fiduccia, Pasquale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640470	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3647024	0		TEAM		0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3647024	0		Totals		0	4	0	29	23	82	0	28	1	13	15	9	2	12	1	38	0
3647024	0		Total Team Blocks: 8.0																		
3647024	1	1639249	Franceschi, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639249	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
3647024	1	1301116	Henchy, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1301116	0	4	1	11	4	16	0	0	0	4	0	0	0	2	0	12	0
3647024	1	1191465	Herron, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191465	0	4	1	5	2	8	0	0	0	1	2	0	0	3	1	6	0
3647024	1	1526531	Johnson, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526531	0	4	1	15	6	30	0	0	3	4	5	0	0	1	0	18	0
3647024	1	1526526	Neary, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526526	0	4	1	6	1	11	0	0	2	4	1	0	0	3	0	9	0
3647024	1	1639253	Samarin, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639253	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
3647024	1	1639254	Szerszen, Nicolas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639254	0	4	1	14	6	24	0	2	1	5	6	0	0	1	0	15	0
3647024	1	1526534	Blough, Christy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526534	0	3	1	0	0	0	0	36	0	1	4	0	0	2	0	1	1
3647024	1	1526533	Domecus, Gabriel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526533	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3647024	1	1639248	Edwards, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639248	0	2	0	0	0	0	0	0	3	2	0	0	0	0	0	3	0
3647024	1	1639251	Grasso, Marco	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639251	0	1	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0
3647024	1		TEAM		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3647024	1		Totals		0	4	0	51	19	89	0	46	9	21	25	1	0	12	2	66	1
3647024	1		Total Team Blocks: 6.0																		
3728267	0	1532818	Stanback Jr., Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1532818	0	3	1	6	2	19	0	0	0	4	4	0	1	1	0	7	0
3728267	0	1532816	Pagliara, Federico	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1532816	0	3	1	3	1	7	0	24	0	0	5	0	0	1	0	3	0
3728267	0	1532817	Novoa-Miralles, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1532817	0	3	1	2	4	12	0	0	0	2	1	0	0	0	0	2	0
3728267	0	1640985	Perez, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640985	0	3	1	7	0	11	0	0	0	2	1	0	0	1	0	7	0
3728267	0	1532814	McMahon, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1532814	0	3	0	0	0	0	0	2	0	0	8	3	0	0	0	0	0
