year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	height	class_year	games_played	games_started
2015	12100	542	Pfeiffer	10	1426578.0	Hamilton, Wyatt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1426578.0	6-5	Sr	24	0
2015	12100	542	Pfeiffer	8	1305112.0	Hines, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305112.0	6-1	Sr	6	0
2015	12100	542	Pfeiffer	4	1427405.0	Hirini, Sonny	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1427405.0	6-4	Jr	75	0
2015	12100	542	Pfeiffer	14	1639576.0	Huntzinger, Troy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639576.0	5-9	Fr	5	0
2015	12100	542	Pfeiffer	9	1533306.0	Keller, Corbin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1533306.0	6-3	So	6	0
2015	12100	542	Pfeiffer	16	1307410.0	Landrigan, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1307410.0	6-3	Sr	22	0
2015	12100	542	Pfeiffer	3	1416606.0	Lutz, Harrison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416606.0	6-2	Jr	17	0
2015	12100	542	Pfeiffer	13	1639577.0	Martinez, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639577.0	6-4	Jr	91	0
2015	12100	542	Pfeiffer	15	1639578.0	Print, Jesse	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639578.0	6-3	Fr	2	0
2015	12100	542	Pfeiffer	19	1305111.0	Specian, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305111.0	6-1	Sr	80	0
2015	12100	542	Pfeiffer	17	1305118.0	Supko, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305118.0	6-4	Sr	12	0
2015	12100	542	Pfeiffer	21	1639579.0	Tynski, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639579.0	6-3	Fr	2	0
2015	12100	542	Pfeiffer	22	1533303.0	Varnell, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1533303.0	5-10	Jr	0	0
2015	12100	30135	California Baptist	29		Bergholtz, Brock		6-5	Fr	0	0
2015	12100	30135	California Baptist	14	1528997.0	Burge, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528997.0	6-7	So	17	0
2015	12100	30135	California Baptist	2	1640484.0	Carr, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640484.0	6-0	Jr	13	0
2015	12100	30135	California Baptist	1	1417782.0	DeLyon, Rocky	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417782.0	6-5	Jr	80	0
2015	12100	30135	California Baptist	3	1417783.0	Hadobas, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417783.0	6-3	Jr	2	0
2015	12100	30135	California Baptist	15	1639344.0	Iglesias, Arturo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639344.0	6-4	Fr	0	0
2015	12100	30135	California Baptist	10	1639345.0	Ilena, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639345.0	6-6	Fr	2	0
2015	12100	30135	California Baptist	4	1528992.0	Jackson, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528992.0	6-2	So	47	0
2015	12100	30135	California Baptist	9	1304648.0	Kustura, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304648.0	5-10	Sr	85	0
2015	12100	30135	California Baptist	16	1528998.0	Llinas Rosa, Giovanni	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528998.0	6-6	So	58	0
2015	12100	30135	California Baptist	18	1639346.0	Maurer, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639346.0	6-8	Fr	51	0
2015	12100	30135	California Baptist	11	1639347.0	Melcher, Zachary	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639347.0	6-5	Fr	95	0
2015	12100	30135	California Baptist	17	1528999.0	Miller, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528999.0	6-7	So	63	0
2015	12100	30135	California Baptist	23	1639348.0	Paul, Rohit	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639348.0	6-3	Fr	61	0
2015	12100	30135	California Baptist	12	1639349.0	Powell, Roy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639349.0	6-6	Jr	74	0
2015	12100	30135	California Baptist	7	1639350.0	Schick, Philip	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639350.0	6-4	Fr	4	0
2015	12100	30135	California Baptist	22	1304656.0	Tuttle, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304656.0	6-4	Sr	86	0
2015	12100	30135	California Baptist	5		Yashiro, Nyck		5-8	Fr	0	0
2015	12100	30135	California Baptist	20	1639352.0	de Diego Garcia, Enrique	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639352.0	6-5	Fr	82	0
2015	12100	471	NJIT	16	1416334.0	Anthony, Raphael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416334.0	6-4	Jr	13	0
2015	12100	471	NJIT	6	1416332.0	Borecki, Kajetan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416332.0	6-7	Sr	43	0
2015	12100	471	NJIT	1	1526061.0	Goodridge, Jabarry	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526061.0	6-2	So	79	0
2015	12100	471	NJIT	4		Heckman, Shannon		5-7	Fr	0	0
2015	12100	471	NJIT	14	1300349.0	Jurko, TJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1300349.0	6-3	Sr	85	0
2015	12100	471	NJIT	3	1318205.0	Kaepernick, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1318205.0	6-8	Sr	44	0
2015	12100	471	NJIT	13	1526062.0	Kowalski, Raymond	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526062.0	6-5	So	1	0
2015	12100	471	NJIT	12	1526064.0	Leung, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526064.0	5-10	So	41	0
2015	12100	471	NJIT	22	1637957.0	Myren, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637957.0	6-5	Fr	1	0
2015	12100	471	NJIT	11	1416333.0	Robbe, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416333.0	6-7	Jr	78	0
2015	12100	471	NJIT	21	1300352.0	Robben, Zak	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1300352.0	6-0	Sr	85	0
2015	12100	471	NJIT	9	1637956.0	Tait, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637956.0	6-3	Fr	5	0
2015	12100	471	NJIT	20	1416335.0	Thele, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416335.0	6-2	Jr	0	0
2015	12100	471	NJIT	23	1300350.0	Thomas, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1300350.0	6-5	Sr	82	0
2015	12100	471	NJIT	2	1300347.0	Zyndorf, Oren	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1300347.0	5-9	Sr	86	0
2015	12100	47	Ball St.	5	1649313.0	Cartagena, Edgardo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649313.0	-	N/A	42	0
2015	12100	47	Ball St.	8	1525765.0	Garchet, Hiago	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525765.0	6-6	Jr	88	0
2015	12100	47	Ball St.	3	1525764.0	Gross, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525764.0	6-3	So	20	0
2015	12100	47	Ball St.	4	1644881.0	Irizarry, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1644881.0	-	N/A	4	0
2015	12100	47	Ball St.	2	1653414.0	Lebryk, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1653414.0	-	N/A	2	0
2015	12100	47	Ball St.	10	1416803.0	Lesure, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416803.0	6-5	Jr	33	0
2015	12100	47	Ball St.	15	1416804.0	Niemczewski, Martin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416804.0	6-5	Jr	79	0
2015	12100	47	Ball St.	18	1525769.0	Overby, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525769.0	6-6	So	9	0
2015	12100	47	Ball St.	17	1525768.0	Pia, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525768.0	6-6	So	32	0
2015	12100	47	Ball St.	4	1416805.0	Renaud, Bobby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416805.0	6-0	Jr	0	0
2015	12100	47	Ball St.	19	1537149.0	Scannell, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537149.0	-	Fr	42	0
2015	12100	47	Ball St.	6	1525767.0	Surane, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525767.0	6-6	So	100	0
2015	12100	47	Ball St.	12	1305087.0	Sutherland, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305087.0	6-3	Sr	80	0
2015	12100	47	Ball St.	1	1305083.0	Vander Meer, David Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305083.0	5-9	Sr	97	0
2015	12100	47	Ball St.	16	1644880.0	Walsh, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1644880.0	6-11	Fr	93	0
2015	12100	47	Ball St.	11	1644882.0	Weiler, Mitch	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1644882.0	-	N/A	38	0
2015	12100	47	Ball St.	9	1305085.0	Welsh-White, Julian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305085.0	6-7	Sr	5	0
2015	12100	47	Ball St.	7	1305084.0	Witmer, Shane	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1305084.0	6-3	Sr	80	0
2015	12100	47	Ball St.	20	1525766.0	Wolf, Nate	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1525766.0	6-8	So	22	0
2015	12100	277	Hawaii	13	1301065.0	Averill, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1301065.0	6-7	Sr	110	0
2015	12100	277	Hawaii	19	1417441.0	Durni, Drew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417441.0	6-3	So	2	0
2015	12100	277	Hawaii	21	1526961.0	Fey, Kupono	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526961.0	6-5	So	102	0
2015	12100	277	Hawaii	10	1526962.0	Franciskovic, Jennings	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526962.0	6-5	So	103	0
2015	12100	277	Hawaii	3	1191491.0	Hartley, Scott	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191491.0	6-5	Sr	80	0
2015	12100	277	Hawaii	23	1637723.0	Hiehle, Brandon	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637723.0	6-3	Jr	7	0
2015	12100	277	Hawaii	24	1191496.0	Holt, Davis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191496.0	6-8	Sr	102	0
2015	12100	277	Hawaii	7	1637724.0	Jones, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637724.0	6-4	Sr	34	0
2015	12100	277	Hawaii	6	1417443.0	Kanetake, Kolby	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417443.0	5-8	Jr	102	0
2015	12100	277	Hawaii	4		Keckin, Dane		6-5	Fr	0	0
2015	12100	277	Hawaii	1	1417444.0	Komisarek, Garrett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417444.0	5-10	Sr	19	0
2015	12100	277	Hawaii	18	1637721.0	Leung, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637721.0	6-5	Sr	34	0
2015	12100	277	Hawaii	9	1417446.0	McKellar, Iain	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417446.0	6-7	So	2	0
2015	12100	277	Hawaii	8	1526964.0	Mol, Hendrik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526964.0	6-6	So	45	0
2015	12100	277	Hawaii	12		Namahoe, Mamane		6-0	Fr	0	0
2015	12100	277	Hawaii	20	1637722.0	Owens, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637722.0	6-7	Fr	1	0
2015	12100	277	Hawaii	2		Pukahi, Kekoa		6-5	Fr	0	0
2015	12100	277	Hawaii	14	1417448.0	Radner, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417448.0	6-8	So	15	0
2015	12100	277	Hawaii	11	1301063.0	Sedore, Brook	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1301063.0	6-5	Sr	105	0
2015	12100	277	Hawaii	15	1669879.0	Wellenrieter, Vaughn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1669879.0	-	N/A	2	0
2015	12100	277	Hawaii	16	1417451.0	Zarkovic, Sinisa	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417451.0	6-4	Jr	87	0
2015	12100	590	Sacred Heart	6	1534700.0	Arcala, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1534700.0	4-0	Jr	91	0
2015	12100	590	Sacred Heart	2	1650848.0	Ayzenberg, Joshua	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1650848.0	-	N/A	50	0
2015	12100	590	Sacred Heart	12	1653415.0	Bloomquist, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1653415.0	-	N/A	1	0
2015	12100	590	Sacred Heart	4	1304200.0	Bohl, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304200.0	5-8	Sr	23	0
2015	12100	590	Sacred Heart	17	1554378.0	Comens, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1554378.0	-	Fr	28	0
2015	12100	590	Sacred Heart	16	1650850.0	Costigan, Robert	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1650850.0	-	N/A	6	0
2015	12100	590	Sacred Heart	5	1668472.0	Cundiff, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1668472.0	-	N/A	1	0
2015	12100	590	Sacred Heart	12	1554855.0	Delucie, Christopher	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1554855.0	-	Fr	61	0
2015	12100	590	Sacred Heart	9	1538200.0	Dzema, Doug	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538200.0	4-0	So	47	0
2015	12100	590	Sacred Heart	20	1650851.0	Johnston, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1650851.0	-	N/A	5	0
2015	12100	590	Sacred Heart	3	1650849.0	Lee, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1650849.0	-	N/A	13	0
2015	12100	590	Sacred Heart	1	1430405.0	Logosh, A.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430405.0	5-10	Jr	69	0
2015	12100	590	Sacred Heart	9a	1304202.0	Lutjen, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304202.0	6-3	Sr	0	0
2015	12100	590	Sacred Heart	10	1649307.0	Mackenzie, Enzo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649307.0	6-4	Sr	87	0
2015	12100	590	Sacred Heart	11	1538201.0	Nelson, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538201.0	6-3	Sr	0	0
2015	12100	590	Sacred Heart	12	1430407.0	Nelson, Nikolas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430407.0	6-5	Jr	0	0
2015	12100	590	Sacred Heart	3	1535178.0	Reed, Erik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1535178.0	4-0	Jr	0	0
2015	12100	590	Sacred Heart	16	1430409.0	Satagaj, Raymond	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430409.0	6-3	Jr	70	0
2015	12100	590	Sacred Heart	13	1430408.0	Thomas, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430408.0	5-10	Jr	0	0
2015	12100	590	Sacred Heart	6	1649306.0	Thompson, Trent	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649306.0	-	N/A	48	0
2015	12100	590	Sacred Heart	14	1430406.0	Uhlir, R.J.	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430406.0	6-3	Jr	11	0
2015	12100	590	Sacred Heart	18	1430410.0	Vonholt, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1430410.0	6-5	Jr	86	0
2015	12100	590	Sacred Heart	17	1649308.0	Zardo, Eduardo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1649308.0	6-3	So	89	0
2015	12100	112	UC San Diego	19	1527005.0	Beamer, Shayne	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527005.0	6-6	So	81	0
2015	12100	112	UC San Diego	8	1637788.0	Bird, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637788.0	6-2	Fr	72	0
2015	12100	112	UC San Diego	2	1526996.0	Colbert, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526996.0	6-1	So	75	0
2015	12100	112	UC San Diego	10	1637789.0	Egan, Mac	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637789.0	6-4	Fr	26	0
2015	12100	112	UC San Diego	17	1637792.0	Flowers, Alec	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637792.0	6-6	Fr	42	0
2015	12100	112	UC San Diego	12	1554352.0	Howard, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1554352.0	6-1	Jr	77	0
2015	12100	112	UC San Diego	6	1637787.0	Kendrick, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637787.0	6-1	Fr	9	0
2015	12100	112	UC San Diego	26		Kulik, Braden		6-5	Fr	0	0
2015	12100	112	UC San Diego	14	1637790.0	La Mont, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637790.0	6-3	Fr	38	0
2015	12100	112	UC San Diego	7	1527000.0	Manchenko, Calvin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527000.0	6-3	Fr	29	0
2015	12100	112	UC San Diego	5	1526999.0	Martinez, Jose Carlos	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526999.0	6-0	Fr	42	0
2015	12100	112	UC San Diego	16	1637791.0	McDonald, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637791.0	6-5	Fr	5	0
2015	12100	112	UC San Diego	24	1527007.0	Rudenko, Kirill	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527007.0	6-5	Jr	68	0
2015	12100	112	UC San Diego	1	1637785.0	Schickling, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637785.0	6-1	Fr	30	0
2015	12100	112	UC San Diego	15	1416526.0	Schnitzer, Mathew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1416526.0	6-6	Jr	77	0
2015	12100	112	UC San Diego	18		Sloane, Drew		6-6	Fr	0	0
2015	12100	112	UC San Diego	3		Spencer, Dominic		6-5	Fr	0	0
2015	12100	112	UC San Diego	25	1637796.0	Stojcic, Milosh	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637796.0	6-3	Fr	64	0
2015	12100	112	UC San Diego	22	1637794.0	Syftestad, Tanner	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637794.0	6-8	Fr	89	0
2015	12100	112	UC San Diego	23	1637795.0	Weyand, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637795.0	6-5	Fr	9	0
2015	12100	112	UC San Diego	13	1527004.0	Zhu, Bryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527004.0	6-5	Fr	33	0
2015	12100	24361	P.R.-Mayaguez	9	1558985.0	Albarran, Miguel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558985.0	-	Fr	6	0
2015	12100	24361	P.R.-Mayaguez	13	1558830.0	Arce, Gabriell	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558830.0	-	Fr	0	0
2015	12100	24361	P.R.-Mayaguez	12	1558829.0	Burgos, Rafael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558829.0	-	Fr	4	0
2015	12100	24361	P.R.-Mayaguez	1	1558798.0	Collazo, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558798.0	-	Fr	9	0
2015	12100	24361	P.R.-Mayaguez	17	1558831.0	Delgado, Orlando	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558831.0	-	Fr	3	0
2015	12100	24361	P.R.-Mayaguez	18	1558800.0	Diaz, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558800.0	-	Fr	0	0
2015	12100	24361	P.R.-Mayaguez	5	1439907.0	Fontanent, Julio	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439907.0	-	So	9	0
2015	12100	24361	P.R.-Mayaguez	16	1439910.0	Forestier, Hiram	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439910.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	1	1439914.0	Garcia, Erick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439914.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	2	1439913.0	Gonzalez, Eduardo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439913.0	-	So	2	0
2015	12100	24361	P.R.-Mayaguez	10	1439906.0	Gonzalez, Edwin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439906.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	7	1439908.0	Gracia, Gabriel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439908.0	-	So	7	0
2015	12100	24361	P.R.-Mayaguez	14	1439909.0	Mejias, Gustavo	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439909.0	-	So	6	0
2015	12100	24361	P.R.-Mayaguez	5	1439912.0	Mulero, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439912.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	11	1558986.0	Negron, Jancarlos	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558986.0	-	Fr	0	0
2015	12100	24361	P.R.-Mayaguez	7	1439905.0	Newball, Bendict	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439905.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	10	1558799.0	Pellicier, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558799.0	-	Fr	9	0
2015	12100	24361	P.R.-Mayaguez	16	1670911.0	Ramos, Erick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1670911.0	-	N/A	9	0
2015	12100	24361	P.R.-Mayaguez	4	1558983.0	Rivera, Hector	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558983.0	-	Fr	0	0
2015	12100	24361	P.R.-Mayaguez	13	1670910.0	Rodes, Diego	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1670910.0	-	N/A	6	0
2015	12100	24361	P.R.-Mayaguez	6	1439904.0	Rodriguez, Lewis	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439904.0	-	So	9	0
2015	12100	24361	P.R.-Mayaguez	11	1439911.0	Velez, Emmanuel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1439911.0	-	So	0	0
2015	12100	24361	P.R.-Mayaguez	3	1670909.0	Vila, Yibran	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1670909.0	-	N/A	9	0
2015	12100	24361	P.R.-Mayaguez	2	1558801.0	Yamil Rivera, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1558801.0	-	Fr	0	0
2015	12100	99	Long Beach St.	3	1526774.0	Butler, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526774.0	6-0	So	52	0
2015	12100	99	Long Beach St.	24	1418568.0	Ensing, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1418568.0	6-8	So	47	0
2015	12100	99	Long Beach St.	23	1526780.0	Gates, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526780.0	6-5	Fr	26	0
2015	12100	99	Long Beach St.	9	1299668.0	Glamack, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1299668.0	6-6	Jr	89	0
2015	12100	99	Long Beach St.	13	1299669.0	Gregory, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1299669.0	6-7	Jr	93	0
2015	12100	99	Long Beach St.	25	1418569.0	Henry, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1418569.0	6-6	Jr	21	0
2015	12100	99	Long Beach St.	4	1637556.0	Huus, Bjarne	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637556.0	6-1	Fr	62	0
