year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2015	12100	77	BYU	12	1303550	Reyes, Jaylen	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1303550	Sr	6-1	80	0	80	 	 	 	 	""	52	 	 	174	20	 	 	 	 	 	 
2015	12100	77	BYU	23	1417609	Hatch, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417609	Jr	6-8	76	0	76	22	88	16	174	0.414	7	4	14	47	1	5	94	3	144.0	 	 
2015	12100	77	BYU	17	1417608	Grosh, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417608	So	6-7	74	0	74	21	88	23	186	0.349	7	6	15	31	 	8	77	3	140.5	 	 
2015	12100	77	BYU	10	1527705	Langlois, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527705	So	6-10	68	0	68	20	225	80	554	0.262	10	5	37	110	24	2	66	7	265.0	 	 
2015	12100	77	BYU	11	1417617	Underwood, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417617	Jr	6-6	54	0	54	12	144	49	340	0.279	7	3	26	54	 	2	38	6	168.0	 	 
2015	12100	77	BYU	15	1640867	Sander, Brenden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640867	Fr	6-4	53	0	53	5	110	47	263	0.240	6	9	35	41	21	 	18	 	128.0	 	 
2015	12100	77	BYU	18	1417613	Sutton, Robbie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417613	Jr	6-6	49	0	49	9	15	10	40	0.125	431	3	5	85	2	3	24	5	33.0	4	 
2015	12100	77	BYU	9	1417610	Heap, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1417610	Jr	6-6	45	0	45	13	9	6	23	0.130	394	4	8	80	 	2	22	4	26.0	4	 
2015	12100	77	BYU	5	1527706	Meretev, Kiril	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1527706	So	6-8	44	0	44	8	67	37	161	0.186	6	8	12	36	15	1	12	 	82.0	 	 
2015	12100	77	BYU	7	1303548	Fuchs, Phil	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1303548	Sr	6-4	32	0	32	5	80	25	197	0.279	3	2	14	40	7	 	12	1	88.0	1	 
