year	year_id	team_id	team_name	game_date	game_string	opponent_id	opponent_name	opponent_url	neutral_site	neutral_location	home_game	score_string	team_won	score	exempt	team_score	opponent_score	overtime	overtime_periods	game_id	game_url
2013	11360	77	BYU	01/04/2013	Hawaii	277	Hawaii	http://stats.ncaa.org/team/index/11360?org_id=277	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1531787	http://stats.ncaa.org/game/index/1531787?org_id=277
2013	11360	77	BYU	01/05/2013	Hawaii	277	Hawaii	http://stats.ncaa.org/team/index/11360?org_id=277	false		true	W 3 - 1	true	3 - 1	false	3	1	false		1531789	http://stats.ncaa.org/game/index/1531789?org_id=277
2013	11360	77	BYU	01/11/2013	Lewis	354	Lewis	http://stats.ncaa.org/team/index/11360?org_id=354	false		true	L 2 - 3	false	2 - 3	false	2	3	false		1531560	http://stats.ncaa.org/game/index/1531560?org_id=354
2013	11360	77	BYU	01/12/2013	Lewis	354	Lewis	http://stats.ncaa.org/team/index/11360?org_id=354	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1531561	http://stats.ncaa.org/game/index/1531561?org_id=354
2013	11360	77	BYU	01/18/2013	UC Irvine	109	UC Irvine	http://stats.ncaa.org/team/index/11360?org_id=109	false		true	W 3 - 1	true	3 - 1	false	3	1	false		1546692	http://stats.ncaa.org/game/index/1546692?org_id=77
2013	11360	77	BYU	01/19/2013	UC San Diego	112	UC San Diego	http://stats.ncaa.org/team/index/11360?org_id=112	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1532332	http://stats.ncaa.org/game/index/1532332?org_id=112
2013	11360	77	BYU	02/01/2013	Long Beach St.	99	Long Beach St.	http://stats.ncaa.org/team/index/11360?org_id=99	false		true	L 2 - 3	false	2 - 3	false	2	3	false		1559214	http://stats.ncaa.org/game/index/1559214?org_id=77
2013	11360	77	BYU	02/02/2013	CSUN	101	CSUN	http://stats.ncaa.org/team/index/11360?org_id=101	false		true	W 3 - 1	true	3 - 1	false	3	1	false		1562294	http://stats.ncaa.org/game/index/1562294?org_id=77
2013	11360	77	BYU	02/07/2013	UC Santa Barbara	104	UC Santa Barbara	http://stats.ncaa.org/team/index/11360?org_id=104	false		true	W 3 - 2	true	3 - 2	false	3	2	false		1580573	http://stats.ncaa.org/game/index/1580573?org_id=77
2013	11360	77	BYU	02/09/2013	UCLA	110	UCLA	http://stats.ncaa.org/team/index/11360?org_id=110	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1591132	http://stats.ncaa.org/game/index/1591132?org_id=77
2013	11360	77	BYU	02/15/2013	@ Pepperdine	541	Pepperdine	http://stats.ncaa.org/team/index/11360?org_id=541	false		false	L 2 - 3	false	2 - 3	false	2	3	false		1637933	http://stats.ncaa.org/game/index/1637933?org_id=541
2013	11360	77	BYU	02/16/2013	@ Southern California	657	Southern California	http://stats.ncaa.org/team/index/11360?org_id=657	false		false	W 3 - 1	true	3 - 1	false	3	1	false		1645633	http://stats.ncaa.org/game/index/1645633?org_id=657
2013	11360	77	BYU	02/22/2013	Pacific	534	Pacific	http://stats.ncaa.org/team/index/11360?org_id=534	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1696113	http://stats.ncaa.org/game/index/1696113?org_id=77
2013	11360	77	BYU	02/23/2013	Stanford	674	Stanford	http://stats.ncaa.org/team/index/11360?org_id=674	false		true	W 3 - 2	true	3 - 2	false	3	2	false		1705953	http://stats.ncaa.org/game/index/1705953?org_id=77
2013	11360	77	BYU	03/01/2013	@ UC Irvine	109	UC Irvine	http://stats.ncaa.org/team/index/11360?org_id=109	false		false	W 3 - 2	true	3 - 2	false	3	2	false		1780895	http://stats.ncaa.org/game/index/1780895?org_id=109
2013	11360	77	BYU	03/02/2013	@ UC San Diego	112	UC San Diego	http://stats.ncaa.org/team/index/11360?org_id=112	false		false	W 3 - 0	true	3 - 0	false	3	0	false		1789913	http://stats.ncaa.org/game/index/1789913?org_id=112
2013	11360	77	BYU	03/08/2013	California Baptist	30135	California Baptist	http://stats.ncaa.org/team/index/11360?org_id=30135	false		true	W 3 - 0	true	3 - 0	false	3	0	false		1861872	http://stats.ncaa.org/game/index/1861872?org_id=77
2013	11360	77	BYU	03/09/2013	California Baptist	30135	California Baptist	http://stats.ncaa.org/team/index/11360?org_id=30135	false		true	W 3 - 1	true	3 - 1	false	3	1	false		1869797	http://stats.ncaa.org/game/index/1869797?org_id=77
