game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
1000872	0	1091962	Miracle, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1091962	""	3	1*-/	12	5	26	0.269	3*	0	1	1	0	2	0	13.0	0
1000872	0	1191543	Rivero, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1191543	""	3	1*-/	3	3	11	0.000	0	0	3	3	0	1	0	3.5	1*
1000872	0	1091964	Arnold, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1091964	""	3	""	0	0	0	 	0	0	0	7	0	0	0	0.0	0
1000872	0	1191542	Tutty, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1191542	""	3	1*-/	4	1	12	0.250	0	0	0	2	0	1	2*	4.5	0
1000872	0	1191541	Mettichecchia, Jackson	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1191541	""	3	1*-/	2	0	2	1.000	25	0	0	5	0	2	0	3.0	0
1000872	0	1091967	Nunns, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1091967	""	3	1*-/	4	4	13	0.000	1*	0	3	2*	0	3	0	5.5	0
1000872	0	1308386	Hoelzl, Lukas	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1308386	""	3	1*-/	9	4	19	0.263	2	0	0	5	0	0	0	9.0	0
1000872	0	1191544	Casado, Benjamin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1191544	""	1	""	0	0	0	 	0	0	0	0	0	0	0	0.0	0
1000872	0		TEAM		""	0	""	""	""	""	 	""	""	""	""	""	""	""	""	""
1000872	0		Totals		""	3	 	34	17	83	0.205	31	0	7	25	0	9	2	38.5	1
1000872	0		Total Team Blocks: 4.5	
1000872	1	1305116	Brophy, Caleb	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1305116	""	3	1*-/	17	4	28	0.464	1	1	6	6	1*	2	0	20.0	0
1000872	1	1305111	Specian, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1305111	""	3	1*-/	1	0	3	0.333	42	1	3	5	0	1	2*	2.5	1
1000872	1	1305115	Weise, Konstantin	http://stats.ncaa.org/player?game_sport_year_ctl_id=10800&stats_player_seq=1305115	""	3	1*-/	6	2	10	0.400	0	0	0	2	1	2	0	8.0	0
