game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
1530996	0	1083320	Bancroft, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083320	""	3	 	 	 	 	 	1	 	 	2	 	 	 	 	 	 
1530996	0	1303966	Beatty, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1303966	""	3	1/	1	6	13	 	1	 	1	1	1	 	1	 	1.5	 
1530996	0	1303967	Kochan, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1303967	""	3	1/	2	1	10	 	 	2	2	3	 	 	1	 	4.5	 
1530996	0	1191421	Krepp, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191421	""	3	1/	4	1	6	 	25	 	2	6	 	 	1	1	4.5	 
1530996	0	1191422	Patterson, Logan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191422	""	3	1/	11	4	23	 	2	 	5	1	1	 	 	 	11.0	1
1530996	0	1083325	Roche, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083325	""	3	1/	6	1	10	 	 	 	3	 	 	 	3	 	7.5	 
1530996	0	1191424	Sherwin, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191424	""	3	1/	4	3	18	 	 	1	1	1	 	 	1	 	5.5	 
1530996	0	1206030	Schulze, Lucas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1206030	""	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1530996	0	1191417	Barba, Adam	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191417	""	1	 	2	2	5	 	 	 	1	 	1	 	1	 	2.5	 
1530996	0	1420765	Kresch, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1420765	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1530996	0	1420761	Myers, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1420761	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1530996	0		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1530996	0		Totals		""	3	 	30	18	85	 	29	3	15	14	3	 	8	1	37.0	1
1530996	0		Total Team Blocks: 4.0	
1530996	1	1301119	Anderson, Brennan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1301119	""	3	 	 	 	 	 	3	 	 	12	 	 	 	 	 	 
1530996	1	1191469	Heinen, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191469	""	3	1/	2	 	3	 	34	 	 	6	1	1	2	 	4.0	 
1530996	1	1301116	Henchy, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1301116	""	3	1/	12	4	18	 	 	 	 	3	 	 	2	 	13.0	 
1530996	1	1301112	Levitan, Chen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1301112	""	3	1/	5	3	12	 	 	 	3	2	1	 	 	 	5.0	 
1530996	1	1191464	Lutz, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191464	""	3	1/	10	5	22	 	 	2	4	2	 	1	 	1	13.0	 
1530996	1	1083912	Overman, Grayson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083912	""	3	1/	3	1	6	 	 	 	 	3	 	 	3	 	4.5	 
1530996	1	1083913	Stefani, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083913	""	3	 	 	 	 	 	 	1	2	 	 	 	 	 	1.0	 
1530996	1	973457	Tholen, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=973457	""	3	1/	6	 	7	 	 	 	 	1	 	1	1	 	7.5	 
1530996	1	1083919	Kues, Derek	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083919	""	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1530996	1	1083914	Gibson, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083914	""	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
1530996	1		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
1530996	1		Totals		""	3	 	38	13	68	 	37	3	9	30	3	3	8	1	48.0	 
1530996	1		Total Team Blocks: 7.0	
1531001	0	1083823	Comfort, Tom	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083823	""	3	1/	10	3	22	 	1	1	2	5	1	 	4	 	13.0	 
1531001	0	1192083	Curry, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1192083	""	3	 	 	 	 	 	1	 	 	11	2	 	 	 	 	 
1531001	0	1303429	Hammond, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1303429	""	3	1/	 	2	3	 	41	1	1	1	 	 	 	 	1.0	 
1531001	0	1303431	Russell, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1303431	""	3	1/	13	4	23	 	 	 	3	7	 	 	 	 	13.0	 
1531001	0	1192086	Russell, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1192086	""	3	1/	12	3	30	 	 	1	 	5	 	 	 	 	13.0	 
1531001	0	1303452	Seifert, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1303452	""	3	1/	6	2	10	 	 	 	1	2	 	1	2	 	8.0	 
