game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
1531176	1	1191868	Thompson, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191868	""	3	1/	2	4	11	 	 	 	 	2	 	1	 	 	3.0	 
1531176	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531176	1		Totals		""	3	 	37	15	79	 	37	10	9	38	 	2	2	1	50.0	2
1531176	1		Total Team Blocks: 3.0	
1531212	0	1423372	Bega, Aris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1423372	""	3	 	2	1	11	 	 	1	2	3	1	1	 	 	4.0	 
1531212	0	1423374	Shimkus, Bill	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1423374	""	3	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 
1531212	0	1312264	Mann, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1312264	""	3	1/	4	1	8	 	 	1	2	1	 	3	 	2	8.0	 
1531212	0	1191436	Buonincontra, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191436	""	3	1/	 	 	 	 	 	 	 	5	1	 	 	 	 	 
1531212	0	1312265	Akouri, Rami	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1312265	""	3	1/	3	5	16	 	1	1	2	5	 	1	 	 	5.0	 
1531212	0	1191442	Burdett, Ross	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191442	""	3	1/	6	7	21	 	 	 	3	 	3	 	 	 	6.0	 
1531212	0	1423375	Donahue, Sean	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1423375	""	3	 	7	4	16	 	1	 	2	2	1	2	 	2	9.0	 
1531212	0	1083573	Moriarty, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083573	""	3	1/	1	 	4	 	20	1	3	5	 	 	 	 	2.0	 
1531212	0	1423373	Newhouse, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1423373	""	3	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
1531212	0	1423369	Egalite, Elijah	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1423369	""	1	 	 	1	1	 	1	 	 	 	 	 	 	 	 	 
1531212	0		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531212	0		Totals		""	3	 	23	19	77	 	23	4	15	22	6	7	 	4	34.0	 
1531212	0		Total Team Blocks: 7.0	
1531212	1	1302863	Klein, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302863	""	3	 	4	1	11	 	 	 	 	 	 	 	1	 	4.5	 
1531212	1	1416879	Chang, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416879	""	3	 	 	 	 	 	1	 	 	10	1	 	 	 	 	 
1531212	1	1302858	Omahan, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302858	""	3	1	3	 	3	1.000	 	 	 	2	 	 	 	 	3.0	 
1531212	1	1191507	Siebert, Ken	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191507	""	3	1	12	2	23	 	 	 	3	 	 	 	2	 	13.0	 
1531212	1	1083857	Hohenberger, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083857	""	3	1	6	6	14	 	1	2	 	5	1	 	1	 	8.5	 
1531212	1	1083859	Vatterott, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083859	""	3	1	2	2	8	 	 	1	 	2	 	 	4	 	5.0	 
1531212	1	1191509	Syta, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191509	""	3	1	1	 	1	1.000	26	2	2	5	 	1	3	 	5.5	 
1531212	1	1302862	Busse, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302862	""	2	1	2	1	4	 	 	1	1	 	 	 	2	 	4.0	 
1531212	1	1302861	Gross, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302861	""	2	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 
1531212	1	1191508	Wang, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191508	""	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 
1531212	1	1416880	Smith, Tavish	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416880	""	1	 	1	 	2	 	 	 	1	 	 	 	 	 	1.0	 
1531212	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
1531212	1		Totals		""	3	 	31	13	67	 	29	6	7	24	4	1	13	 	44.5	 
1531212	1		Total Team Blocks: 7.5	
1531232	0	1191598	Wexter, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191598	""	3	 	 	 	 	 	23	 	2	3	 	 	1	 	 	 
1531232	0	1429608	Tulaka, J.P.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429608	""	3	1/	3	1	8	 	 	 	2	 	 	 	2	 	4.0	 
1531232	0	1302690	Farrell, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302690	""	3	1/	1	4	10	 	 	 	 	1	1	 	 	 	1.0	 
1531232	0	1302698	Klingspohn, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302698	""	3	1/	4	2	17	 	 	 	 	3	1	 	1	 	4.5	 
1531232	0	1191595	Jebens, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191595	""	3	 	 	 	 	 	1	 	 	8	2	 	 	 	 	 
1531232	0	1191602	Barry, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191602	""	3	1/	12	7	29	 	 	1	2	1	 	 	2	 	14.0	 
1531232	0	1429606	Maniscalco, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429606	""	2	1/	 	 	 	 	 	 	 	5	2	 	 	 	 	 
1531232	0	1302692	Munger, Race	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302692	""	2	1/	 	3	8	 	 	 	 	 	 	 	1	 	 	 
1531232	0	1429607	Adamczyk, Scotty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429607	""	2	 	 	 	 	 	 	1	 	 	 	 	 	 	1.0	 
1531232	0	1191603	Beach, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191603	""	1	 	1	1	2	 	 	 	 	 	 	 	 	 	1.0	 
1531232	0	1302693	Storm, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302693	""	1	 	5	 	7	 	 	 	 	 	2	 	 	 	5.0	 
1531232	0		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
1531232	0		Totals		""	3	 	26	18	81	 	24	2	6	21	9	 	7	 	31.5	 
1531232	0		Total Team Blocks: 3.5	
1531232	1	1196591	Berzins, Dainis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1196591	""	3	1/	7	1	13	 	1	2	1	1	 	 	2	 	10.0	 
1531232	1	1416537	Jaeschke, Thomas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416537	""	3	1/	7	3	15	 	 	3	1	3	 	 	1	 	10.5	 
1531232	1	1083850	Jasaitis, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083850	""	3	 	 	 	 	 	1	 	 	12	1	 	 	 	 	 
1531232	1	1416533	Rodriguez, Diego	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416533	""	3	1/	 	 	 	 	36	 	1	3	 	 	2	 	1.0	 
1531232	1	1083852	Smalzer, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083852	""	3	1/	14	4	24	 	 	3	3	4	 	 	2	 	18.0	 
1531232	1	976327	Daliege, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=976327	""	2	1/	4	 	6	 	 	 	 	 	 	 	3	 	5.5	 
1531232	1	1416532	Novotny, Trevor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416532	""	2	 	2	1	3	 	 	 	1	 	 	 	1	 	2.5	 
1531232	1	1416538	Olson, Nicholas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416538	""	2	1/	3	1	5	 	 	 	1	 	 	 	1	 	3.5	 
1531232	1	1300439	Patton, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1300439	""	2	 	 	 	 	 	1	1	2	1	 	 	 	 	1.0	 
1531232	1	1300436	Zaluski, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1300436	""	2	 	3	1	7	 	 	 	1	 	 	 	4	 	5.0	 
1531232	1	1300438	Baine, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1300438	""	1	 	2	 	6	 	 	 	 	1	1	 	 	 	2.0	 
1531232	1	1416531	Hutz, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1416531	""	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
1531232	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531232	1		Totals		""	3	 	42	11	79	 	39	9	11	26	2	 	16	 	59.0	 
1531232	1		Total Team Blocks: 8.0	
1531252	0	1191433	Battaglia, Steven	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191433	""	4	 	11	5	20	 	 	 	2	 	 	1	 	 	12.0	 
1531252	0	1422123	Lawson, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1422123	""	4	 	10	5	24	 	 	1	3	5	1	 	 	 	11.0	 
1531252	0	1305683	Lynch, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305683	""	4	 	 	1	3	 	43	2	4	2	1	 	1	 	2.5	1
1531252	0	1305684	Pranger, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305684	""	4	 	5	5	15	 	 	 	1	 	 	 	2	 	6.0	 
1531252	0	1429623	Gamache, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429623	""	3	 	10	2	18	 	 	2	 	6	1	 	 	 	12.0	 
1531252	0	1422126	Kreienkamp, Lucas	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1422126	""	3	 	1	5	8	 	 	 	 	2	 	 	1	 	1.5	 
1531252	0	1191428	Peth, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191428	""	3	 	 	 	 	 	 	 	 	6	3	 	 	 	 	 
1531252	0	1422122	Bormet, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1422122	""	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531252	0	1305682	Ka'ai'ai, Charles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305682	""	2	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 
1531252	0	1305685	Rogan, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305685	""	2	 	3	3	10	 	 	 	 	1	 	 	 	 	3.0	 
1531252	0	1429622	Thomas, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429622	""	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531252	0	1191431	Farrell, Josh	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191431	""	1	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 
1531252	0	1083635	Freeman, Ethan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083635	""	1	 	3	2	6	 	 	 	 	 	 	 	 	 	3.0	 
1531252	0		TEAM		""	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531252	0		Totals		""	4	 	43	29	106	 	43	5	10	25	6	1	4	 	51.0	1
1531252	0		Total Team Blocks: 3.0	
1531252	1	1191598	Wexter, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191598	""	4	 	4	1	5	 	43	1	1	6	 	 	2	 	6.0	 
1531252	1	1429608	Tulaka, J.P.	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429608	""	4	 	6	1	12	 	 	 	 	 	 	3	5	 	11.5	 
1531252	1	1191603	Beach, Jeff	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191603	""	4	 	5	2	8	 	1	 	3	2	 	 	2	 	6.0	 
1531252	1	1191597	Schultz, Jim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191597	""	4	 	12	3	20	 	 	 	2	2	1	 	5	 	14.5	2
1531252	1	1302693	Storm, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302693	""	4	 	11	1	17	 	1	2	1	7	2	 	 	 	13.0	 
1531252	1	1191602	Barry, Pat	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1191602	""	4	 	17	3	32	 	 	3	4	6	1	1	1	2	21.5	 
1531252	1	1429606	Maniscalco, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429606	""	4	 	 	 	 	 	5	 	 	9	1	 	 	 	 	 
1531252	1	1429607	Adamczyk, Scotty	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1429607	""	2	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 
1531252	1	1302690	Farrell, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1302690	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531252	1		TEAM		""	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531252	1		Totals		""	4	 	55	11	94	 	50	6	12	32	5	4	15	2	72.5	2
1531252	1		Total Team Blocks: 11.5	
1531786	0	1083829	Matthews, Alistair	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083829	""	3	1	9	2	20	 	 	1	1	1	 	 	3	 	11.5	 
1531786	0	1083819	Falcone, Greg	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083819	""	3	1	5	1	9	 	 	2	2	1	 	 	2	 	8.0	 
1531786	0	1195258	O'Leary, James	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1195258	""	3	1	5	1	9	 	 	 	2	 	 	2	5	 	9.5	 
1531786	0	1421921	Vega, Luis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1421921	""	3	1	7	1	12	 	 	 	1	7	 	 	2	 	8.0	 
1531786	0	1083817	Becker, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083817	""	3	1	1	 	1	1.000	31	2	3	2	 	1	2	 	5.0	 
1531786	0	1083815	Pelletier, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083815	""	3	1	9	4	17	 	 	1	4	2	1	 	2	 	11.0	 
1531786	0	1195255	Ferry, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1195255	""	3	 	 	 	 	 	2	 	 	7	 	 	 	 	 	 
1531786	0	1421918	Johnson, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1421918	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531786	0	1083814	Coen, John	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1083814	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531786	0		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531786	0		Totals		""	3	 	36	9	68	 	33	6	13	20	1	3	16	 	53.0	 
1531786	0		Total Team Blocks: 11.0	
1531786	1	1304646	Cate, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304646	""	3	 	 	 	 	 	3	 	 	3	3	 	 	 	 	 
1531786	1	1417770	Koepp, Guilherme	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1417770	""	3	1	18	6	34	 	 	 	4	3	1	 	1	 	18.5	 
1531786	1	1417771	Lugo-Rodriguez, Amir	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1417771	""	3	1	4	1	6	 	 	 	3	 	 	 	2	 	5.0	 
1531786	1	1304650	Metcalfe, Connor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304650	""	3	1	1	 	1	1.000	26	 	2	4	 	 	 	 	1.0	 
1531786	1	1304656	Tuttle, Jonathan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304656	""	3	1	2	3	9	 	1	 	1	2	 	 	1	 	2.5	 
1531786	1	1304654	Waber, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304654	""	3	1	2	2	5	 	 	 	 	 	 	 	1	 	2.5	 
1531786	1	1417781	Cabral, Levi	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1417781	""	2	 	7	1	15	 	 	1	3	2	 	1	1	 	9.5	 
1531786	1	1304649	Casper, Daniel	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304649	""	1	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 
1531786	1	1417782	DeLyon, Rocky	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1417782	""	1	1	1	1	4	 	 	 	 	4	1	 	 	 	1.0	 
1531786	1	1304648	Kustura, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1304648	""	1	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 
1531786	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
1531786	1		Totals		""	3	 	35	14	74	 	33	1	13	18	6	1	6	 	40.0	 
1531786	1		Total Team Blocks: 4.0	
1532001	0	1427646	Wright, Alonzo	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1427646	""	3	 	 	3	7	 	 	2	1	1	 	 	 	 	2.0	 
1532001	0	1193272	Barahona, Anthony	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1193272	""	3	1/	9	6	23	 	3	 	2	9	1	2	 	 	11.0	 
1532001	0	1305903	Escovedo, Florentino	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305903	""	3	1/	 	 	 	 	2	 	 	2	 	 	 	 	 	 
1532001	0	1305909	Canta, Herson	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305909	""	3	1/	8	1	16	 	18	 	 	5	 	 	2	 	9.0	1
1532001	0	1305906	Dighton, Joseph	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305906	""	3	1/	7	3	13	 	1	1	1	 	 	2	5	1	12.5	 
1532001	0	1305905	Walley, Keven	http://stats.ncaa.org/player?game_sport_year_ctl_id=11360&stats_player_seq=1305905	""	3	 	6	2	15	 	 	 	 	5	 	 	2	 	7.0	 
