game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
3647104	0	1537326	Howard, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537326	""	4	1	7	10	35	-0.086	 	 	4	4	 	 	 	 	7.0	 
3647104	0	1638828	Landel, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638828	""	4	1	9	5	27	0.148	 	1	2	4	1	 	2	 	11.0	 
3647104	0	1638818	McLaughlin, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638818	""	4	1	1	2	3	-0.333	27	 	 	4	 	 	 	1	1.0	1
3647104	0	1638820	Merchen, Lake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638820	""	4	1	10	6	28	0.143	1	 	2	11	1	 	1	 	10.5	 
3647104	0	1427530	Reyes, Jorges	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1427530	""	4	1	3	4	13	-0.077	 	 	3	1	 	1	4	 	6.0	 
3647104	0	1304615	Torado, Braden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304615	""	4	1	1	1	6	 	 	1	1	 	 	 	1	1	2.5	 
3647104	0	1537240	Bardeau, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537240	""	3	 	 	 	 	 	1	 	 	3	1	 	 	 	 	 
3647104	0	1427527	Hurwitz, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1427527	""	3	 	 	 	 	 	1	 	 	7	2	 	 	 	 	 
3647104	0	1638822	Manley, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638822	""	2	 	1	1	3	 	 	 	1	 	 	 	1	 	1.5	 
3647104	0	1638819	Rutan, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638819	""	2	 	 	2	3	-0.667	 	 	 	 	 	 	 	 	 	 
3647104	0	1537243	Gamboa, Gino	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537243	""	1	 	1	1	2	 	 	 	 	 	 	 	 	 	1.0	 
3647104	0	1638823	Kittle, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638823	""	1	 	 	 	 	 	2	 	1	 	 	 	1	 	0.5	 
3647104	0		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
3647104	0		Totals		""	4	 	33	32	120	0.008	32	2	14	34	6	1	10	2	41.0	1
3647104	0		Total Team Blocks: 6.0	
