game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
2887893	0	1196781	McColgin, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1196781	""	4	1/	8	6	24	0.083	 	 	1	7	 	1	5	1	11.5	 
2887893	0	1423304	Smith, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1423304	""	4	 	 	 	 	 	 	 	1	3	 	 	 	 	 	 
2887893	0	1423305	Albert, Chad	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1423305	""	4	1/	6	2	12	0.333	 	 	 	3	 	 	7	1	9.5	 
2887893	0	1312779	Bortak, Joe	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1312779	""	4	1/	6	1	10	0.500	 	 	 	1	 	 	6	 	9.0	 
2887893	0	1423307	Elias, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1423307	""	4	1/	2	 	3	0.667	43	1	4	6	 	 	4	 	5.0	2
2887893	0	1312773	Kuhn, Paul	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1312773	""	4	1/	20	4	36	0.444	2	3	5	7	 	 	4	 	25.0	 
2887893	0	1196786	Krouse, Ben	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1196786	""	3	 	 	 	 	 	3	 	 	2	1	 	 	 	 	1
2887893	0	1312774	Feiler, Mark	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1312774	""	3	1/	7	4	15	0.200	 	 	1	 	 	 	1	 	7.5	 
2887893	0	1312772	McCarthy, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1312772	""	2	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 
2887893	0	1196785	Madden, Ross	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1196785	""	2	 	2	2	10	 	1	 	 	4	 	 	 	1	2.0	 
2887893	0	1529080	Spiess, Avery	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1529080	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2887893	0		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2887893	0		Totals		""	4	 	51	19	110	0.291	49	4	12	35	1	1	27	3	69.5	3
2887893	0		Total Team Blocks: 14.5	
2887893	1	1532138	Pickens, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1532138	""	4	1/	9	1	16	0.500	1	 	1	1	 	1	4	1	12.0	 
2887893	1	1420332	Chidsey, Cody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420332	""	4	1/	5	1	9	0.444	 	 	2	6	 	 	1	 	5.5	 
2887893	1	1420328	Ferguson, Colin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420328	""	4	1/	11	6	25	0.200	1	 	4	2	2	1	 	1	12.0	 
2887893	1	1532149	Fredricks, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1532149	""	4	1/	5	8	20	-0.150	1	 	2	8	2	 	2	 	6.0	 
2887893	1	1420324	McCandless, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420324	""	4	1/	1	 	7	0.143	36	1	 	4	 	 	 	 	2.0	1
2887893	1	1420330	Nguyen, Quocmy	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420330	""	4	 	 	 	 	 	1	 	 	3	 	 	 	 	 	 
2887893	1	1532145	Yamashita, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1532145	""	4	 	 	 	 	 	1	 	 	3	 	 	 	 	 	 
2887893	1	1420334	Mintzer, Travis	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420334	""	4	1/	11	10	36	0.028	 	 	1	7	 	 	5	 	13.5	 
2887893	1	1532146	Mendez, Jose	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1532146	""	2	 	2	1	3	0.333	 	 	 	3	 	 	 	 	2.0	 
2887893	1	1420327	Collins, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1420327	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2887893	1		Team		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2887893	1		Totals		""	4	 	44	27	116	0.147	41	1	10	37	4	2	12	2	53.0	1
2887893	1		Total Team Blocks: 8.0	
2888933	0		Grunert, Allen		""	3	1	14	5	25	0.360	1	1	2	4	 	1	1	 	16.5	 
2888933	0		Hartman, Collin		""	3	1	1	2	5	-0.200	37	 	 	7	1	1	1	 	2.5	 
2888933	0		Hoffmann, Brian		""	3	1	2	2	10	 	 	 	 	1	 	 	1	 	2.5	 
2888933	0		Mack, Tony		""	3	1	6	2	18	0.222	2	 	2	10	 	1	 	 	7.0	 
2888933	0		Mader, Noah		""	3	1	5	4	11	0.091	 	 	5	1	1	 	3	 	6.5	 
2888933	0		Ronan, Patrick		""	3	 	 	 	1	 	2	 	 	6	 	 	 	 	 	 
2888933	0		Torromeo, Jimmy		""	3	1	17	3	25	0.560	1	 	1	6	 	 	 	 	17.0	 
2888933	0		Bartlett, Nick		""	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
2888933	0		Sorenson, Chris		""	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
2888933	0		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
2888933	0		Totals		""	3	 	45	18	95	0.284	43	1	10	37	3	3	6	 	52.0	 
2888933	0		Total Team Blocks: 6.0	
2888933	1	1527587	Aiazzi, Cole	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527587	""	3	 	 	 	 	 	3	 	 	9	 	 	 	 	 	 
2888933	1	1527577	Bilinski, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527577	""	3	1/	2	1	7	0.143	 	 	1	 	1	 	2	 	3.0	 
2888933	1	1527579	Boyce, Tyler	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527579	""	3	1/	6	5	23	0.043	2	 	2	5	 	1	1	 	7.5	 
2888933	1	1527588	Erickson, Dayton	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527588	""	3	1/	2	 	5	0.400	15	 	 	1	 	 	 	 	2.0	1
2888933	1	1527589	Redlich, Alec	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527589	""	3	1/	12	8	35	0.114	 	2	3	5	 	 	3	 	15.5	 
2888933	1	1527583	Robbins, Tim	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527583	""	3	1/	6	 	10	0.600	 	1	 	1	 	 	2	 	8.0	 
2888933	1	1527576	Smith, Jordan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527576	""	3	 	 	 	1	 	10	 	 	 	 	 	 	 	 	1
2888933	1	1527591	Stolz, Matt	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527591	""	3	1/	3	5	13	-0.154	 	 	2	3	 	 	 	 	3.0	 
2888933	1	1527590	Bolda, Casey	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1527590	""	1	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 
2888933	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
2888933	1		Totals		""	3	 	31	19	94	0.128	30	3	8	25	1	1	8	 	39.0	2
2888933	1		Total Team Blocks: 5.0	
2891233	0	1315380	Le, Bill	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1315380	""	3	1/	3	4	15	-0.067	 	 	1	8	 	 	 	 	3.0	 
2891233	0	1430398	Wilcox, Daque	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1430398	""	3	 	4	2	12	0.167	 	 	1	1	1	 	 	 	4.0	 
2891233	0	1532215	Preston, Jr., Gary	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1532215	""	3	1/	 	 	1	 	12	 	1	8	 	 	 	1	 	 
2891233	0	1315384	Prensa, Ivan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1315384	""	3	1/	2	6	18	-0.222	1	 	1	3	 	1	 	 	3.0	 
2891233	0	1430399	Diaz, Jon	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1430399	""	3	 	 	 	1	 	1	 	 	5	2	 	 	 	 	 
