game_id	section_id	player_id	player_name	player_url	position	minutes_played	field_goals_made	field_goals_attempted	three_point_field_goals	three_point_field_goals_attempted	free_throws	free_throws_attempted	points	offensive_rebounds	defensive_rebounds	total_rebounds	assists	turnovers	steals	blocks	fouls
3647024	0	1640464	Lockwood, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640464	""	4	 	 	 	 	 	1	 	 	6	3	 	 	 	 	 
3647024	0	1538203	Patterson, Wyatt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538203	""	4	1/	3	 	8	0.375	 	 	1	 	 	1	2	 	5.0	 
3647024	0	1640467	Rueter, Nolan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640467	""	4	1/	3	6	16	-0.188	 	 	4	4	2	 	 	 	3.0	 
3647024	0	1640465	Schmidt, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640465	""	4	1/	8	4	16	0.250	1	 	4	 	 	 	4	1	10.0	 
3647024	0	1538207	Walker, Maalik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538207	""	4	1/	8	3	18	0.278	1	 	2	3	 	 	3	 	9.5	 
3647024	0	1640469	Wilcox, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640469	""	4	1/	6	10	19	-0.211	1	 	1	 	3	 	1	 	6.5	 
3647024	0	1640466	Zalewski, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640466	""	4	1/	1	 	5	0.200	24	 	 	2	 	1	2	 	3.0	 
3647024	0	1640471	Lyman, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640471	""	3	 	 	 	 	 	 	1	1	 	 	 	 	 	1.0	 
3647024	0	1640470	Fiduccia, Pasquale	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640470	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3647024	0		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
3647024	0		Totals		""	4	 	29	23	82	0.073	28	1	13	15	9	2	12	1	38.0	 
3647024	0		Total Team Blocks: 8.0	
3647024	1	1639249	Franceschi, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639249	""	4	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 
3647024	1	1301116	Henchy, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1301116	""	4	1/	11	4	16	0.438	 	 	4	 	 	 	2	 	12.0	 
3647024	1	1191465	Herron, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191465	""	4	1/	5	2	8	0.375	 	 	1	2	 	 	3	1	6.5	 
3647024	1	1526531	Johnson, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526531	""	4	1/	15	6	30	0.300	 	3	4	5	 	 	1	 	18.5	 
3647024	1	1526526	Neary, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526526	""	4	1/	6	1	11	0.455	 	2	4	1	 	 	3	 	9.5	 
3647024	1	1639253	Samarin, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639253	""	4	 	 	 	 	 	 	 	 	2	1	 	 	 	 	 
3647024	1	1639254	Szerszen, Nicolas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639254	""	4	1/	14	6	24	0.333	2	1	5	6	 	 	1	 	15.5	 
3647024	1	1526534	Blough, Christy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526534	""	3	1/	 	 	 	 	36	 	1	4	 	 	2	 	1.0	1
3647024	1	1526533	Domecus, Gabriel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526533	""	2	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 
3647024	1	1639248	Edwards, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639248	""	2	 	 	 	 	 	 	3	2	 	 	 	 	 	3.0	 
3647024	1	1639251	Grasso, Marco	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639251	""	1	 	 	 	 	 	8	 	 	 	 	 	 	1	 	 
3647024	1		TEAM		""	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3647024	1		Totals		""	4	 	51	19	89	0.360	46	9	21	25	1	 	12	2	66.0	1
3647024	1		Total Team Blocks: 6.0	
3647025	0	1640464	Lockwood, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640464	""	4	 	1	 	1	1.000	3	 	 	3	2	 	 	 	1.0	 
3647025	0	1640471	Lyman, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640471	""	4	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 
3647025	0	1538203	Patterson, Wyatt	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538203	""	4	1/	4	4	10	 	 	 	 	1	 	 	2	 	5.0	 
3647025	0	1640467	Rueter, Nolan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640467	""	4	1/	6	6	19	 	 	 	4	5	1	 	 	 	6.0	 
3647025	0	1640465	Schmidt, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640465	""	4	1/	10	1	18	0.500	 	 	2	 	 	1	1	1	11.5	1
3647025	0	1538207	Walker, Maalik	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538207	""	4	1/	12	1	21	0.524	 	2	4	3	 	 	1	1	14.5	1
3647025	0	1640469	Wilcox, Jared	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640469	""	4	1/	8	4	18	0.222	 	 	2	1	2	 	 	 	8.0	 
3647025	0	1640466	Zalewski, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1640466	""	4	1/	1	 	1	1.000	34	1	2	3	 	 	2	 	3.0	1
3647025	0	1538210	Miller, Brice	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1538210	""	3	 	 	 	 	 	 	1	 	 	 	 	 	 	1.0	 
3647025	0		TEAM		""	2	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 
3647025	0		Totals		""	4	 	42	16	88	0.295	37	4	15	16	7	1	6	2	50.0	3
3647025	0		Total Team Blocks: 4.0	
3647025	1	1526534	Blough, Christy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526534	""	4	1/	4	 	4	1.000	47	 	3	5	 	2	2	2	7.0	 
3647025	1	1639249	Franceschi, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639249	""	4	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 
3647025	1	1301116	Henchy, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1301116	""	4	1/	13	1	16	0.750	1	3	2	6	2	 	 	 	16.0	 
3647025	1	1191465	Herron, Shawn	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191465	""	4	1/	9	2	12	0.583	1	 	1	1	 	1	2	 	11.0	 
3647025	1	1526531	Johnson, Miles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526531	""	4	1/	16	5	26	0.423	 	1	5	5	 	1	1	1	18.5	 
3647025	1	1526526	Neary, Dustin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526526	""	4	1/	4	1	7	0.429	 	1	6	1	 	 	2	 	6.0	 
3647025	1	1639254	Szerszen, Nicolas	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639254	""	4	1/	8	4	19	0.211	3	2	3	2	1	 	1	 	10.5	 
3647025	1	1526533	Domecus, Gabriel	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1526533	""	3	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 
3647025	1	1639248	Edwards, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639248	""	3	 	1	 	1	1.000	 	 	 	 	 	 	 	 	1.0	 
3647025	1	1639253	Samarin, Aaron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639253	""	2	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 
3647025	1	1639251	Grasso, Marco	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1639251	""	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
3647025	1		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
3647025	1		Totals		""	4	 	55	13	85	0.494	52	7	22	25	4	4	8	3	70.0	 
3647025	1		Total Team Blocks: 8.0	
3647104	0	1537326	Howard, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537326	""	4	1	7	10	35	-0.086	 	 	4	4	 	 	 	 	7.0	 
3647104	0	1638828	Landel, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638828	""	4	1	9	5	27	0.148	 	1	2	4	1	 	2	 	11.0	 
3647104	0	1638818	McLaughlin, Ryan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638818	""	4	1	1	2	3	-0.333	27	 	 	4	 	 	 	1	1.0	1
3647104	0	1638820	Merchen, Lake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638820	""	4	1	10	6	28	0.143	1	 	2	11	1	 	1	 	10.5	 
3647104	0	1427530	Reyes, Jorges	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1427530	""	4	1	3	4	13	-0.077	 	 	3	1	 	1	4	 	6.0	 
3647104	0	1304615	Torado, Braden	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1304615	""	4	1	1	1	6	 	 	1	1	 	 	 	1	1	2.5	 
3647104	0	1537240	Bardeau, Cameron	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537240	""	3	 	 	 	 	 	1	 	 	3	1	 	 	 	 	 
3647104	0	1427527	Hurwitz, Jake	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1427527	""	3	 	 	 	 	 	1	 	 	7	2	 	 	 	 	 
3647104	0	1638822	Manley, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638822	""	2	 	1	1	3	 	 	 	1	 	 	 	1	 	1.5	 
3647104	0	1638819	Rutan, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638819	""	2	 	 	2	3	-0.667	 	 	 	 	 	 	 	 	 	 
3647104	0	1537243	Gamboa, Gino	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1537243	""	1	 	1	1	2	 	 	 	 	 	 	 	 	 	1.0	 
3647104	0	1638823	Kittle, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1638823	""	1	 	 	 	 	 	2	 	1	 	 	 	1	 	0.5	 
3647104	0		TEAM		""	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 
3647104	0		Totals		""	4	 	33	32	120	0.008	32	2	14	34	6	1	10	2	41.0	1
3647104	0		Total Team Blocks: 6.0	
3647104	1	1637648	Dagostino, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1637648	""	4	1/	 	 	1	 	38	2	2	8	 	 	2	 	3.0	 
3647104	1	1191453	Delgado, Grant	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1191453	""	4	 	 	 	 	 	2	 	 	5	 	 	 	 	 	 
3647104	1	1420137	Hayden, Madison	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1420137	""	4	1/	8	4	23	0.174	 	 	2	10	1	1	 	1	9.0	 
3647104	1	1420134	Kaminski, Conrad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1420134	""	4	1/	8	 	10	0.800	 	1	6	2	 	 	6	 	12.0	 
3647104	1	1528696	Rakestraw, Kevin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1528696	""	4	 	4	3	11	0.091	 	2	2	 	 	 	3	 	7.5	 
3647104	1	1420135	Stephanus, Alex	http://stats.ncaa.org/player?game_sport_year_ctl_id=12100&stats_player_seq=1420135	""	4	1/	9	5	24	0.167	 	 	1	4	 	 	6	 	12.0	 
