year	year_id	division	team_id	team_name	team_url
2013	11360	3	2798	Albertus Magnus	http://stats.ncaa.org/team/index/11360?org_id=2798
2013	11360	3	962	Bard	http://stats.ncaa.org/team/index/11360?org_id=962
2013	11360	3	58	Baruch	http://stats.ncaa.org/team/index/11360?org_id=58
2013	11360	3	79	Brooklyn	http://stats.ncaa.org/team/index/11360?org_id=79
2013	11360	3	480	CCNY	http://stats.ncaa.org/team/index/11360?org_id=480
2013	11360	3	1305	Cairn	http://stats.ncaa.org/team/index/11360?org_id=1305
2013	11360	3	121	Carthage	http://stats.ncaa.org/team/index/11360?org_id=121
2013	11360	3	23624	Cazenovia	http://stats.ncaa.org/team/index/11360?org_id=23624
2013	11360	3	8580	City Tech	http://stats.ncaa.org/team/index/11360?org_id=8580
2013	11360	3	1059	D'Youville	http://stats.ncaa.org/team/index/11360?org_id=1059
2013	11360	3	2691	Daniel Webster	http://stats.ncaa.org/team/index/11360?org_id=2691
2013	11360	3	203	East. Mennonite	http://stats.ncaa.org/team/index/11360?org_id=203
2013	11360	3	213	Elmira	http://stats.ncaa.org/team/index/11360?org_id=213
2013	11360	3	532	Elms	http://stats.ncaa.org/team/index/11360?org_id=532
2013	11360	3	214	Emerson	http://stats.ncaa.org/team/index/11360?org_id=214
2013	11360	3	215	Emmanuel (MA)	http://stats.ncaa.org/team/index/11360?org_id=215
2013	11360	3	8981	Endicott	http://stats.ncaa.org/team/index/11360?org_id=8981
2013	11360	3	11538	Fontbonne	http://stats.ncaa.org/team/index/11360?org_id=11538
2013	11360	3	245	Gallaudet	http://stats.ncaa.org/team/index/11360?org_id=245
2013	11360	3	8398	Hilbert	http://stats.ncaa.org/team/index/11360?org_id=8398
2013	11360	3	292	Hunter	http://stats.ncaa.org/team/index/11360?org_id=292
2013	11360	3	321	John Jay	http://stats.ncaa.org/team/index/11360?org_id=321
2013	11360	3	22626	Johnson & Wales (RI)	http://stats.ncaa.org/team/index/11360?org_id=22626
2013	11360	3	325	Juniata	http://stats.ncaa.org/team/index/11360?org_id=325
2013	11360	3	329	Kean	http://stats.ncaa.org/team/index/11360?org_id=329
2013	11360	3	1159	Keuka	http://stats.ncaa.org/team/index/11360?org_id=1159
2013	11360	3	30085	Lancaster Bible	http://stats.ncaa.org/team/index/11360?org_id=30085
2013	11360	3	8486	Lasell	http://stats.ncaa.org/team/index/11360?org_id=8486
2013	11360	3	279	Lehman	http://stats.ncaa.org/team/index/11360?org_id=279
2013	11360	3	24317	Lesley	http://stats.ncaa.org/team/index/11360?org_id=24317
2013	11360	3	398	MIT	http://stats.ncaa.org/team/index/11360?org_id=398
2013	11360	3	20220	MSOE	http://stats.ncaa.org/team/index/11360?org_id=20220
2013	11360	3	23725	Medaille	http://stats.ncaa.org/team/index/11360?org_id=23725
2013	11360	3	403	Medgar Evers	http://stats.ncaa.org/team/index/11360?org_id=403
2013	11360	3	27901	Mount Ida	http://stats.ncaa.org/team/index/11360?org_id=27901
2013	11360	3	451	Mt. St. Vincent	http://stats.ncaa.org/team/index/11360?org_id=451
2013	11360	3	479	NYU	http://stats.ncaa.org/team/index/11360?org_id=479
2013	11360	3	461	Nazareth	http://stats.ncaa.org/team/index/11360?org_id=461
2013	11360	3	319	New Jersey City	http://stats.ncaa.org/team/index/11360?org_id=319
2013	11360	3	21772	Newbury	http://stats.ncaa.org/team/index/11360?org_id=21772
2013	11360	3	25719	Penn St.-Altoona	http://stats.ncaa.org/team/index/11360?org_id=25719
2013	11360	3	538	Penn St.-Behrend	http://stats.ncaa.org/team/index/11360?org_id=538
2013	11360	3	481	Polytechnic (NY)	http://stats.ncaa.org/team/index/11360?org_id=481
2013	11360	3	30029	Purchase	http://stats.ncaa.org/team/index/11360?org_id=30029
2013	11360	3	564	Ramapo	http://stats.ncaa.org/team/index/11360?org_id=564
2013	11360	3	569	Regis (MA)	http://stats.ncaa.org/team/index/11360?org_id=569
2013	11360	3	18422	Rivier	http://stats.ncaa.org/team/index/11360?org_id=18422
2013	11360	3	586	Rust	http://stats.ncaa.org/team/index/11360?org_id=586
2013	11360	3	475	SUNY New Paltz	http://stats.ncaa.org/team/index/11360?org_id=475
2013	11360	3	9500	SUNY Poly	http://stats.ncaa.org/team/index/11360?org_id=9500
2013	11360	3	11036	Sage Colleges	http://stats.ncaa.org/team/index/11360?org_id=11036
2013	11360	3	1379	Southern Vt.	http://stats.ncaa.org/team/index/11360?org_id=1379
2013	11360	3	673	Springfield	http://stats.ncaa.org/team/index/11360?org_id=673
2013	11360	3	30072	St. Joseph's (Brkln)	http://stats.ncaa.org/team/index/11360?org_id=30072
2013	11360	3	679	Stevens	http://stats.ncaa.org/team/index/11360?org_id=679
2013	11360	3	21852	Stevenson	http://stats.ncaa.org/team/index/11360?org_id=21852
2013	11360	3	707	Thiel	http://stats.ncaa.org/team/index/11360?org_id=707
2013	11360	3	113	UC Santa Cruz	http://stats.ncaa.org/team/index/11360?org_id=113
2013	11360	3	737	Vassar	http://stats.ncaa.org/team/index/11360?org_id=737
2013	11360	3	761	Wells	http://stats.ncaa.org/team/index/11360?org_id=761
2013	11360	3	762	Wentworth	http://stats.ncaa.org/team/index/11360?org_id=762
2013	11360	3	814	Yeshiva	http://stats.ncaa.org/team/index/11360?org_id=814
2013	11360	3	2730	York (NY)	http://stats.ncaa.org/team/index/11360?org_id=2730
