year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2013	11360	2798	Albertus Magnus	-	Totals	-	-	-	-	87	 	939	527	2,493	0.165	872	140	279	868	99	49	96	31	1,176.0	36
2013	11360	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	87	 	867	430	2,314	0.189	825	103	270	886	142	64	193	47	1,130.5	30
2013	11360	962	Bard	-	Totals	-	-	-	-	98	 	868	550	2,638	0.121	804	110	225	904	178	46	156	126	1,102.0	42
2013	11360	962	Bard	-	Opponent Totals	-	-	-	-	98	 	1,136	488	2,673	0.242	1,016	178	289	1,009	110	60	282	84	1,515.0	33
2013	11360	58	Baruch	-	Totals	-	-	-	-	145	 	1,694	578	3,758	0.297	1,561	277	392	1,386	129	119	392	34	2,286.0	25
2013	11360	58	Baruch	-	Opponent Totals	-	-	-	-	145	 	1,401	862	3,939	0.137	1,315	129	409	1,213	277	69	282	92	1,740.0	70
2013	11360	79	Brooklyn	-	Totals	-	-	-	-	87	 	854	554	2,445	0.123	790	139	258	938	94	30	114	34	1,080.0	57
2013	11360	79	Brooklyn	-	Opponent Totals	-	-	-	-	87	 	759	401	2,213	0.162	694	94	230	848	139	57	144	58	982.0	27
2013	11360	480	CCNY	-	Totals	-	-	-	-	92	 	899	535	2,700	0.135	811	182	216	1,038	113	63	112	65	1,200.0	31
2013	11360	480	CCNY	-	Opponent Totals	-	-	-	-	92	 	951	505	2,669	0.167	889	113	331	1,070	182	90	175	116	1,241.5	71
2013	11360	1305	Cairn	-	Totals	-	-	-	-	102	 	1,145	569	2,983	0.193	1,075	144	322	991	114	49	299	51	1,487.5	37
2013	11360	1305	Cairn	-	Opponent Totals	-	-	-	-	102	 	1,188	486	2,873	0.244	1,108	115	317	1,045	144	57	413	49	1,566.5	27
2013	11360	121	Carthage	-	Totals	-	-	-	-	110	 	1,484	555	3,423	0.271	1,365	122	285	1,306	77	77	398	49	1,882.0	33
