year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2014	11600	934	Alderson Broaddus	8	1557409	Trujillo, Orlando	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557409	Fr	6-0	10	0	10	 	 	 	1	""	3	 	 	30	2	 	 	 	 	 	 
2014	11600	934	Alderson Broaddus	10	1557407	Rusznica, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557407	So	6-0	10	0	10	3	25	13	71	0.169	4	3	5	17	5	3	3	3	32.5	 	 
2014	11600	934	Alderson Broaddus	19	1557406	Ruiz, Will	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557406	So	6-5	10	0	10	3	35	11	84	0.286	1	3	5	13	10	2	1	 	40.5	 	 
2014	11600	934	Alderson Broaddus	12	1557401	Deiter, Kody	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557401	So	6-0	10	0	10	3	3	2	10	0.100	110	1	8	18	 	1	 	1	5.0	2	 
2014	11600	934	Alderson Broaddus	23	1557410	White, Kalen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557410	Fr	6-0	10	0	10	3	22	4	40	0.450	 	 	 	1	 	3	1	 	25.5	 	 
2014	11600	934	Alderson Broaddus	15	1557405	Miller, Myles	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557405	Fr	6-0	10	0	10	3	8	2	22	0.273	 	 	5	9	 	2	8	5	14.0	1	 
2014	11600	934	Alderson Broaddus	16	1557408	Stapp, A J	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557408	So	6-3	9	0	9	3	27	11	63	0.254	 	2	7	10	1	1	6	 	33.0	 	 
2014	11600	934	Alderson Broaddus	41	1557400	Cundey, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557400	So	6-4	5	0	5	 	2	1	6	0.167	 	 	2	 	 	 	 	 	2.0	 	 
2014	11600	934	Alderson Broaddus	3	1557404	McAuliffe, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557404	So	6-0	4	0	4	 	 	 	 	""	1	 	1	3	1	 	 	 	 	 	 
2014	11600	934	Alderson Broaddus	14	1557399	Bowman, Eric	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1557399	Fr	6-0	3	0	3	 	 	 	 	""	 	 	 	1	 	 	 	 	 	 	 
2014	11600	77	BYU	15	1191623	Sander, Taylor	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1191623	Sr	6-4	110	0	110	30	506	161	1,021	0.338	32	55	91	168	24	2	79	8	602.5	1	 
2014	11600	77	BYU	12	1303550	Reyes, Jaylen	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1303550	Jr	6-1	110	0	110	 	2	 	2	""	53	 	1	199	29	 	 	 	2.0	1	 
2014	11600	77	BYU	19	1191625	Young, Devin	http://stats.ncaa.org/player?game_sport_year_ctl_id=11600&stats_player_seq=1191625	Sr	6-9	109	0	109	30	156	39	299	0.391	3	27	67	40	3	7	116	13	248.0	 	 
