date,site,home,hd,away,vd,w3,w4,w5,win,lose,l3,l4,l5,e_ws,e_ls
2015-05-09,neutral,Lewis,D1,Loyola Chicago,D1,0.139,0.201,0.192,0.533,0.467,0.112,0.174,0.182,2.136,1.987
