year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	position	height	class_year	games_played	games_started
2019	14383	934	Alderson Broaddus	12	1753173	Cabrera, Francisco	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1753173	6-2	Jr	0	0
2019	14383	934	Alderson Broaddus	25	1981528	Christiansen, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981528	6-6	So	0	0
2019	14383	934	Alderson Broaddus	1		Cruz, Rafael		6-3	So	0	0
2019	14383	934	Alderson Broaddus	13	1870612	Doyle, Chase	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1870612	5-10	Jr	0	0
2019	14383	934	Alderson Broaddus	4	1753176	Hightower, Terrell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1753176	6-5	Sr	0	0
2019	14383	934	Alderson Broaddus	7	1981548	Husted, Adreyune	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981548	5-9	So	0	0
2019	14383	934	Alderson Broaddus	18	1981527	Kaske, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981527	6-5	So	0	0
2019	14383	934	Alderson Broaddus	19	1981550	Kresch, Moses	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981550	6-1	So	0	0
2019	14383	934	Alderson Broaddus	9	1981526	Luna, Andres	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981526	5-8	So	0	0
2019	14383	934	Alderson Broaddus	2	1870609	McIntosh, Timothy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1870609	6-0	Jr	0	0
2019	14383	934	Alderson Broaddus	10	1870611	Ramirez, Jose	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1870611	6-1	Jr	0	0
2019	14383	934	Alderson Broaddus	3	1981546	Sands, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981546	6-3	So	0	0
2019	14383	934	Alderson Broaddus	5		Ukachukwu, Ifeanyi		6-4	So	0	0
2019	14383	934	Alderson Broaddus	11	1981549	Youngblood, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1981549	6-3	So	0	0
2019	14383	77	BYU	19		Ah Sue, Alex		6-4	So	0	0
2019	14383	77	BYU	11	1863252	Eschenberg, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1863252	6-6	Jr	0	0
2019	14383	77	BYU	14	1863253	Fa'agata-Tufuga, Storm	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1863253	6-3	Jr	0	0
2019	14383	77	BYU	7	1963478	Fa'alogo, Cyrus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1963478	6-4	Jr	0	0
2019	14383	77	BYU	5	1963479	Garcia Fernandez, Gabi	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1963479	6-7	So	0	0
2019	14383	77	BYU	33		Halsey, Garrett		6-7	So	0	0
2019	14383	77	BYU	6	1963455	Hendrickson, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1963455	6-0	So	0	0
2019	14383	77	BYU	18	1863254	Jauhiainen, Miki	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1863254	6-8	Jr	0	0
2019	14383	77	BYU	9	1749499	Lincoln, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1749499	6-7	Jr	0	0
2019	14383	77	BYU	17		Oberender, Branden		6-7	So	0	0
2019	14383	77	BYU	10	1863256	Richards, Taylor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1863256	6-2	Sr	0	0
2019	14383	77	BYU	21	1640866	Rupert, Christian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1640866	6-7	Sr	0	0
2019	14383	77	BYU	13		Siragusa, Charlie		6-8	So	0	0
2019	14383	77	BYU	3	1863257	Stanley, Wil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1863257	6-4	Jr	0	0
2019	14383	77	BYU	16	1963477	de Brito Ferreira, Felipe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=14383&stats_player_seq=1963477	6-9	So	0	0
2019	14383	47	Ball St.	10		Amos, Nate		6-6	Jr	0	0
