year	year_id	division	team_id	team_name	team_url
2019	14383	3	4	Adrian	http://stats.ncaa.org/team/4/14383
2019	14383	3	938	Alvernia	http://stats.ncaa.org/team/938/14383
2019	14383	3	966	Arcadia	http://stats.ncaa.org/team/966/14383
2019	14383	3	40	Augustana (IL)	http://stats.ncaa.org/team/40/14383
2019	14383	3	42	Aurora	http://stats.ncaa.org/team/42/14383
2019	14383	3	962	Bard	http://stats.ncaa.org/team/962/14383
2019	14383	3	58	Baruch	http://stats.ncaa.org/team/58/14383
2019	14383	3	296	Benedictine (IL)	http://stats.ncaa.org/team/296/14383
2019	14383	3	79	Brooklyn	http://stats.ncaa.org/team/79/14383
2019	14383	3	480	CCNY	http://stats.ncaa.org/team/480/14383
2019	14383	3	451	CMSV	http://stats.ncaa.org/team/451/14383
2019	14383	3	1305	Cairn	http://stats.ncaa.org/team/1305/14383
2019	14383	3	105	Cal Lutheran	http://stats.ncaa.org/team/105/14383
2019	14383	3	121	Carthage	http://stats.ncaa.org/team/121/14383
2019	14383	3	152	Colby-Sawyer	http://stats.ncaa.org/team/152/14383
2019	14383	3	160	Concordia Chicago	http://stats.ncaa.org/team/160/14383
2019	14383	3	1036	Concordia Wisconsin	http://stats.ncaa.org/team/1036/14383
2019	14383	3	1059	D'Youville	http://stats.ncaa.org/team/1059/14383
2019	14383	3	30219	Dean	http://stats.ncaa.org/team/30219/14383
2019	14383	3	1332	Dominican (IL)	http://stats.ncaa.org/team/1332/14383
2019	14383	3	203	East. Mennonite	http://stats.ncaa.org/team/203/14383
2019	14383	3	8968	Eastern	http://stats.ncaa.org/team/8968/14383
2019	14383	3	1064	Eastern Nazarene	http://stats.ncaa.org/team/1064/14383
2019	14383	3	211	Elizabethtown	http://stats.ncaa.org/team/211/14383
2019	14383	3	213	Elmira	http://stats.ncaa.org/team/213/14383
2019	14383	3	532	Elms	http://stats.ncaa.org/team/532/14383
2019	14383	3	214	Emerson	http://stats.ncaa.org/team/214/14383
2019	14383	3	215	Emmanuel (MA)	http://stats.ncaa.org/team/215/14383
2019	14383	3	8981	Endicott	http://stats.ncaa.org/team/8981/14383
2019	14383	3	11538	Fontbonne	http://stats.ncaa.org/team/11538/14383
2019	14383	3	30084	Geneva	http://stats.ncaa.org/team/30084/14383
2019	14383	3	1111	Greenville	http://stats.ncaa.org/team/1111/14383
2019	14383	3	281	Hiram	http://stats.ncaa.org/team/281/14383
2019	14383	3	292	Hunter	http://stats.ncaa.org/team/292/14383
2019	14383	3	30172	IIT	http://stats.ncaa.org/team/30172/14383
2019	14383	3	303	Immaculata	http://stats.ncaa.org/team/303/14383
2019	14383	3	22626	JWU (Providence)	http://stats.ncaa.org/team/22626/14383
2019	14383	3	321	John Jay	http://stats.ncaa.org/team/321/14383
2019	14383	3	325	Juniata	http://stats.ncaa.org/team/325/14383
2019	14383	3	329	Kean	http://stats.ncaa.org/team/329/14383
2019	14383	3	1159	Keuka	http://stats.ncaa.org/team/1159/14383
2019	14383	3	1164	Lakeland	http://stats.ncaa.org/team/1164/14383
2019	14383	3	30085	Lancaster Bible	http://stats.ncaa.org/team/30085/14383
2019	14383	3	8486	Lasell	http://stats.ncaa.org/team/8486/14383
2019	14383	3	279	Lehman	http://stats.ncaa.org/team/279/14383
2019	14383	3	24317	Lesley	http://stats.ncaa.org/team/24317/14383
2019	14383	3	364	Loras	http://stats.ncaa.org/team/364/14383
2019	14383	3	398	MIT	http://stats.ncaa.org/team/398/14383
2019	14383	3	20220	MSOE	http://stats.ncaa.org/team/20220/14383
2019	14383	3	1194	Maranatha Baptist	http://stats.ncaa.org/team/1194/14383
2019	14383	3	1196	Marian (WI)	http://stats.ncaa.org/team/1196/14383
2019	14383	3	394	Marymount (VA)	http://stats.ncaa.org/team/394/14383
2019	14383	3	23725	Medaille	http://stats.ncaa.org/team/23725/14383
2019	14383	3	403	Medgar Evers	http://stats.ncaa.org/team/403/14383
2019	14383	3	411	Messiah	http://stats.ncaa.org/team/411/14383
2019	14383	3	16142	Misericordia	http://stats.ncaa.org/team/16142/14383
2019	14383	3	452	Mount Union	http://stats.ncaa.org/team/452/14383
2019	14383	3	8567	Mt. St. Joseph	http://stats.ncaa.org/team/8567/14383
2019	14383	3	324	NVU-Johnson	http://stats.ncaa.org/team/324/14383
2019	14383	3	479	NYU	http://stats.ncaa.org/team/479/14383
2019	14383	3	461	Nazareth	http://stats.ncaa.org/team/461/14383
2019	14383	3	1254	Neumann	http://stats.ncaa.org/team/1254/14383
2019	14383	3	319	New Jersey City	http://stats.ncaa.org/team/319/14383
2019	14383	3	21772	Newbury	http://stats.ncaa.org/team/21772/14383
2019	14383	3	484	Nichols	http://stats.ncaa.org/team/484/14383
2019	14383	3	492	North Central (IL)	http://stats.ncaa.org/team/492/14383
2019	14383	3	496	North Park	http://stats.ncaa.org/team/496/14383
2019	14383	3	525	Olivet	http://stats.ncaa.org/team/525/14383
2019	14383	3	25719	Penn St.-Altoona	http://stats.ncaa.org/team/25719/14383
2019	14383	3	538	Penn St.-Behrend	http://stats.ncaa.org/team/538/14383
2019	14383	3	544	Pine Manor	http://stats.ncaa.org/team/544/14383
2019	14383	3	30029	Purchase	http://stats.ncaa.org/team/30029/14383
2019	14383	3	564	Ramapo	http://stats.ncaa.org/team/564/14383
2019	14383	3	565	Randolph-Macon	http://stats.ncaa.org/team/565/14383
2019	14383	3	569	Regis (MA)	http://stats.ncaa.org/team/569/14383
2019	14383	3	18422	Rivier	http://stats.ncaa.org/team/18422/14383
2019	14383	3	589	Rutgers-Newark	http://stats.ncaa.org/team/589/14383
2019	14383	3	475	SUNY New Paltz	http://stats.ncaa.org/team/475/14383
2019	14383	3	9500	SUNY Poly	http://stats.ncaa.org/team/9500/14383
2019	14383	3	11036	Sage Colleges	http://stats.ncaa.org/team/11036/14383
2019	14383	3	30163	Sarah Lawrence	http://stats.ncaa.org/team/30163/14383
2019	14383	3	30164	Southern Va.	http://stats.ncaa.org/team/30164/14383
2019	14383	3	1379	Southern Vt.	http://stats.ncaa.org/team/1379/14383
2019	14383	3	673	Springfield	http://stats.ncaa.org/team/673/14383
2019	14383	3	9684	St. Elizabeth	http://stats.ncaa.org/team/9684/14383
2019	14383	3	601	St. John Fisher	http://stats.ncaa.org/team/601/14383
2019	14383	3	30072	St. Joseph's (Brkln)	http://stats.ncaa.org/team/30072/14383
2019	14383	3	1340	St. Joseph's (L.I.)	http://stats.ncaa.org/team/1340/14383
2019	14383	3	675	Staten Island	http://stats.ncaa.org/team/675/14383
2019	14383	3	679	Stevens	http://stats.ncaa.org/team/679/14383
2019	14383	3	21852	Stevenson	http://stats.ncaa.org/team/21852/14383
2019	14383	3	707	Thiel	http://stats.ncaa.org/team/707/14383
2019	14383	3	1402	Thomas More	http://stats.ncaa.org/team/1402/14383
2019	14383	3	30037	Trine	http://stats.ncaa.org/team/30037/14383
2019	14383	3	113	UC Santa Cruz	http://stats.ncaa.org/team/113/14383
2019	14383	3	737	Vassar	http://stats.ncaa.org/team/737/14383
2019	14383	3	761	Wells	http://stats.ncaa.org/team/761/14383
2019	14383	3	762	Wentworth	http://stats.ncaa.org/team/762/14383
2019	14383	3	783	Widener	http://stats.ncaa.org/team/783/14383
2019	14383	3	784	Wilkes	http://stats.ncaa.org/team/784/14383
2019	14383	3	12973	Wilson	http://stats.ncaa.org/team/12973/14383
2019	14383	3	806	Wittenberg	http://stats.ncaa.org/team/806/14383
2019	14383	3	814	Yeshiva	http://stats.ncaa.org/team/814/14383
2019	14383	3	2730	York (NY)	http://stats.ncaa.org/team/2730/14383
