rd,name,p
2,Ohio St.,0.945
2,Loyola Chicago,0.886
2,Ball St.,0.851
2,Lewis,0.784
2,Grand Canyon,0.216
2,McKendree,0.149
2,Quincy,0.114
2,IPFW,0.055
3,Ohio St.,0.744
3,Loyola Chicago,0.545
3,Ball St.,0.397
3,Lewis,0.215
3,Quincy,0.029
3,McKendree,0.029
3,Grand Canyon,0.029
3,IPFW,0.012
4,Ohio St.,0.605
4,Loyola Chicago,0.159
4,Lewis,0.125
4,Ball St.,0.093
4,Grand Canyon,0.011
4,IPFW,0.003
4,Quincy,0.002
4,McKendree,0.002
