rd,name,p
2,Barton,0.949
2,Erskine,0.910
2,Pfeiffer,0.720
2,Belmont Abbey,0.698
2,Mount Olive,0.302
2,Limestone,0.280
2,King (TN),0.090
2,North Greenville,0.051
3,Erskine,0.722
3,Barton,0.661
3,Pfeiffer,0.260
3,Belmont Abbey,0.192
3,Limestone,0.069
3,Mount Olive,0.059
3,King (TN),0.027
3,North Greenville,0.010
4,Erskine,0.453
4,Barton,0.346
4,Pfeiffer,0.096
4,Belmont Abbey,0.067
4,Limestone,0.018
4,Mount Olive,0.015
4,King (TN),0.005
4,North Greenville,0.001
